REPORTE NAV: FIR_CRV_PENDIENTES		-		FECHA,2023-01-20
Id, Aeropuerto, Sistema, Mes, Archivos, Año
39,ESQ,VOR,5,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
40,ESQ,VOR,6,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
41,ESQ,VOR,7,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
42,ESQ,VOR,8,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
43,ESQ,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
44,ESQ,VOR,10,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
45,ESQ,VOR,11,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
46,ESQ,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
47,ESQ,VOR,1-12,Falta entregar: 4 FOLIO/S VOR PARAMETROS II (trimestrales),2022
48,GAL,ILS,1,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
49,GAL,ILS,2,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
50,GAL,ILS,3,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
51,GAL,ILS,4,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
52,GAL,ILS,5,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
53,GAL,ILS,6,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
54,GAL,ILS,7,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
55,GAL,ILS,8,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
56,GAL,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
57,GAL,VOR,1,Falta entregar: DME VOR PARAMETROS,2022
58,GAL,VOR,2,Falta entregar: DME VOR PARAMETROS,2022
59,GAL,VOR,3,Falta entregar: DME VOR PARAMETROS,2022
60,GAL,VOR,4,Falta entregar: DME VOR PARAMETROS,2022
61,GAL,VOR,5,Falta entregar: DME VOR PARAMETROS,2022
62,GAL,VOR,6,Falta entregar: DME VOR PARAMETROS,2022
63,GAL,VOR,7,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
64,GAL,VOR,8,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
65,GAL,VOR,11,Falta entregar: DME VOR PARAMETROS,2022
66,GAL,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
67,GAL,VOR,1-12,Falta entregar: 1 FOLIO/S VOR PARAMETROS II (trimestrales),2022
68,GRA,ILS,1,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
69,GRA,ILS,5,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
70,GRA,ILS,3,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
71,GRA,ILS,4,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
72,GRA,ILS,5,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
73,GRA,ILS,6,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
74,GRA,ILS,7,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
75,GRA,ILS,8,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
76,GRA,ILS,9,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
77,GRA,ILS,10,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
78,GRA,ILS,11,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
79,GRA,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
80,GRA,VOR,1,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
81,GRA,VOR,5,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
82,GRA,VOR,3,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
83,GRA,VOR,4,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
84,GRA,VOR,5,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
85,GRA,VOR,6,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
86,GRA,VOR,7,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
87,GRA,VOR,8,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
88,GRA,VOR,9,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
89,GRA,VOR,10,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
90,GRA,VOR,11,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
91,GRA,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
92,GRA,VOR,1-12,Falta entregar: 4 FOLIO/S VOR PARAMETROS II (trimestrales),2022
93,SJU,VOR,7,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
94,SJU,VOR,8,Falta entregar: DME VOR PARAMETROS,2022
95,SJU,VOR,9,Falta entregar: DME VOR PARAMETROS,2022
96,SJU,VOR,11,Falta entregar: VOR PARAMETROS I,2022
97,SJU,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
98,SJU,VOR,1-12,Falta entregar: 1 FOLIO/S VOR PARAMETROS II (trimestrales),2022
99,TRE,ILS,1,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
100,TRE,ILS,2,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
101,TRE,ILS,3,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
102,TRE,ILS,4,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
103,TRE,ILS,5,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
104,TRE,ILS,6,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
105,TRE,ILS,7,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
106,TRE,ILS,8,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
107,TRE,ILS,10,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
108,TRE,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
109,TRE,VOR,1,Falta entregar: DME VOR PARAMETROS,2022
110,TRE,VOR,2,Falta entregar: DME VOR PARAMETROS,2022
111,TRE,VOR,3,Falta entregar: DME VOR PARAMETROS,2022
112,TRE,VOR,4,Falta entregar: DME VOR PARAMETROS,2022
113,TRE,VOR,5,Falta entregar: DME VOR PARAMETROS,2022
114,TRE,VOR,6,Falta entregar: DME VOR PARAMETROS,2022
115,TRE,VOR,8,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
116,TRE,VOR,10,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
117,TRE,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
118,TRE,VOR,1-12,Falta entregar: 2 FOLIO/S VOR PARAMETROS II (trimestrales),2022
119,USH,ILS,1,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
120,USH,ILS,2,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
121,USH,ILS,3,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
122,USH,ILS,4,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
123,USH,ILS,5,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
124,USH,ILS,6,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
125,USH,ILS,7,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
126,USH,ILS,9,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
127,USH,ILS,11,Falta entregar: DME ILS PARAMETROS,2022
128,USH,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
129,USH,VOR,1,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
130,USH,VOR,2,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
131,USH,VOR,3,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
132,USH,VOR,4,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
133,USH,VOR,5,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
134,USH,VOR,6,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
135,USH,VOR,7,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
136,USH,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
137,USH,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
138,USH,VOR,10,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
139,USH,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
140,USH,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
141,USH,VOR,1-12,Falta entregar: 4 FOLIO/S VOR PARAMETROS II (trimestrales),2022
142,VIE,LI ,1,Falta entregar: LI PARAMETROS,2022
143,VIE,LI,2,Falta entregar: LI PARAMETROS,2022
144,VIE,LI,3,Falta entregar: LI PARAMETROS,2022
145,VIE,LI,4,Falta entregar: LH-LI PARAMETROS,2022
146,VIE,LI,5,Falta entregar: LI PARAMETROS,2022
147,VIE,LI,6,Falta entregar: LI PARAMETROS,2022
148,VIE,LI,7,Falta entregar: LI PARAMETROS,2022
149,VIE,LI,8,Falta entregar: LI PARAMETROS,2022
150,VIE,LI,9,Falta entregar: LI PARAMETROS,2022
151,VIE,LI,10,Falta entregar: LI PARAMETROS,2022
152,VIE,LI,11,Falta entregar: LH-LI PARAMETROS,2022
153,VIE,LI,12,Falta entregar: LH-LI PARAMETROS,2022
154,VIE,VOR,11,Falta entregar: LH-VOR PARAMETROS I,2022
155,VIE,VOR,12,Falta entregar: LH-VOR PARAMETROS I,2022
156,VIE,VOR,1-12,Falta entregar: 1 FOLIO/S VOR PARAMETROS II (trimestrales),2022
