REPORTE NAV: FIR_EZE_PENDIENTES		-		FECHA,2023-03-29
Id, Aeropuerto, Sistema, Mes, Archivos, Año
20,BAR,VOR,1,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
21,BAR,VOR,2,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
22,BAR,VOR,3,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
23,BAR,VOR,4,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
24,BAR,VOR,5,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
25,BAR,VOR,6,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
26,BAR,VOR,7,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
27,BAR,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
28,BAR,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
29,BAR,VOR,10,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
30,BAR,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
31,BAR,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
32,BAR,VOR,1-12,Falta entregar: 4 FOLIO/S VOR PARAMETROS II (trimestrales),2022
33,BCA,ILS,1,Falta entregar: DME ILS PARAMETROS,2022
34,BCA,ILS,2,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
35,BCA,ILS,3,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
36,BCA,ILS,5,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
37,BCA,ILS,7,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
38,BCA,ILS,8,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
39,BCA,ILS,9,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
40,BCA,ILS,10,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
41,BCA,ILS,11,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
42,BCA,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
43,BCA,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
44,BCA,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
45,BCA,VOR,10,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
46,BCA,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
47,BCA,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
48,BCA,VOR,1-12,Falta entregar: 2 FOLIO/S VOR PARAMETROS II (trimestrales),2022
49,CHP,VOR,1,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
50,CHP,VOR,2,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
51,CHP,VOR,3,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
52,CHP,VOR,4,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
53,CHP,VOR,5,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
54,CHP,VOR,6,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
55,CHP,VOR,7,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
56,CHP,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
57,CHP,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
58,CHP,VOR,10,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
59,CHP,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
60,CHP,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
61,CHP,VOR,1-12,Falta entregar: 4 FOLIO/S VOR PARAMETROS II (trimestrales),2022
62,DIL,ILS,7,Falta entregar: LH,2022
63,DIL,ILS,8,Falta entregar: LH,2022
64,DIL,ILS,9,Falta entregar: LH,2022
65,DIL,ILS,10,Falta entregar: LH,2022
66,DIL,ILS,11,Falta entregar: LH,2022
67,DIL,ILS,12,Falta entregar: LH,2022
68,DIL,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
69,DIL,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
70,DIL,VOR,10,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
71,DIL,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
72,DIL,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
73,DIL,VOR,1-12,Falta entregar: 2 FOLIO/S VOR PARAMETROS II (trimestrales),2022
74,EZE RWY 11 29,ILS,7,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
75,EZE RWY 11 29,ILS,9,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
76,EZE RWY 11 29,ILS,10,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
77,EZE RWY 11 29,ILS,11,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
78,EZE RWY 11 29,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
79,EZE RWY 11 29,LI,1,Falta entregar: LH-LI PARAMETROS,2022
80,EZE RWY 11 29,LI,2,Falta entregar: LH-LI PARAMETROS,2022
81,EZE RWY 11 29,LI,3,Falta entregar: LH-LI PARAMETROS,2022
82,EZE RWY 11 29,LI,4,Falta entregar: LH-LI PARAMETROS,2022
83,EZE RWY 11 29,LI,5,Falta entregar: LH-LI PARAMETROS,2022
84,EZE RWY 11 29,LI,6,Falta entregar: LH-LI PARAMETROS,2022
85,EZE RWY 11 29,LI,7,Falta entregar: LH-LI PARAMETROS,2022
86,EZE RWY 11 29,LI,8,Falta entregar: LH-LI PARAMETROS,2022
87,EZE RWY 11 29,LI,9,Falta entregar: LH-LI PARAMETROS,2022
88,EZE RWY 11 29,LI,10,Falta entregar: LH-LI PARAMETROS,2022
89,EZE RWY 11 29,LI,11,Falta entregar: LH-LI PARAMETROS,2022
90,EZE RWY 11 29,LI,12,Falta entregar: LH-LI PARAMETROS,2022
91,EZE RWY 17 35,ILS,7,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
92,EZE RWY 17 35,ILS,9,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
93,EZE RWY 17 35,ILS,10,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
94,EZE RWY 17 35,ILS,11,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
95,EZE RWY 17 35,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
96,EZE VOR,VOR,1,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
97,EZE VOR,VOR,2,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
98,EZE VOR,VOR,3,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
99,EZE VOR,VOR,4,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
100,EZE VOR,VOR,5,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
101,EZE VOR,VOR,6,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
102,EZE VOR,VOR,7,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
103,EZE VOR,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
104,EZE VOR,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
105,EZE VOR,VOR,10,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
106,EZE VOR,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
107,EZE VOR,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
108,EZE VOR,VOR,1-12,Falta entregar: 4 FOLIO/S VOR PARAMETROS II (trimestrales),2022
109,FDO,ILS,1,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
110,FDO,ILS,2,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
111,FDO,ILS,3,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
112,FDO,ILS,4,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
113,FDO,ILS,5,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
114,FDO,ILS,6,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
115,FDO,ILS,7,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
116,FDO,ILS,8,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
117,FDO,ILS,9,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
118,FDO,ILS,10,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
119,FDO,ILS,11,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
120,FDO,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
121,FDO,VOR,1,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
122,FDO,VOR,2,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
123,FDO,VOR,3,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
124,FDO,VOR,4,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
125,FDO,VOR,5,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
126,FDO,VOR,6,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
127,FDO,VOR,7,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
128,FDO,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
129,FDO,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
130,FDO,VOR,10,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
131,FDO,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
132,FDO,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
133,FDO,VOR,1-12,Falta entregar: 4 FOLIO/S VOR PARAMETROS II (trimestrales),2022
134,GBE,VOR,8,Falta entregar: LH-VOR PARAMETROS I,2022
135,GBE,VOR,9,Falta entregar: LH-VOR PARAMETROS I,2022
136,GBE,VOR,10,Falta entregar: LH-VOR PARAMETROS I,2022
137,GBE,VOR,11,Falta entregar: LH-VOR PARAMETROS I,2022
138,GBE,VOR,12,Falta entregar: LH-VOR PARAMETROS I,2022
139,GBE,VOR,1-12,Falta entregar: 2 FOLIO/S VOR PARAMETROS II (trimestrales),2022
140,GPI,LI,1,Falta entregar: LH-LI PARAMETROS,2022
141,GPI,LI,2,Falta entregar: LH-LI PARAMETROS,2022
142,GPI,LI,5,Falta entregar: LH-LI PARAMETROS,2022
143,GPI,LI,6,Falta entregar: LH-LI PARAMETROS,2022
144,GPI,LI,7,Falta entregar: LI PARAMETROS,2022
145,GPI,LI,8,Falta entregar: LH-LI PARAMETROS,2022
146,GPI,LI,10,Falta entregar: LH-LI PARAMETROS,2022
147,GPI,LI,11,Falta entregar: LH-LI PARAMETROS,2022
148,GPI,LI,12,Falta entregar: LH-LI PARAMETROS,2022
149,GPI,VOR,9,Falta entregar: VOR PARAMETROS I,2022
150,GPI,VOR,10,Falta entregar: LH-VOR PARAMETROS I,2022
151,GPI,VOR,11,Falta entregar: LH-VOR PARAMETROS I,2022
152,GPI,VOR,12,Falta entregar: LH-VOR PARAMETROS I,2022
153,GPI,VOR,1-12,Falta entregar: 2 FOLIO/S VOR PARAMETROS II (trimestrales),2022
154,GUA,VOR,1,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
155,GUA,VOR,2,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
156,GUA,VOR,3,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
157,GUA,VOR,4,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
158,GUA,VOR,5,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
159,GUA,VOR,6,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
160,GUA,VOR,7,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
161,GUA,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
162,GUA,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
163,GUA,VOR,10,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
164,GUA,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
165,GUA,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
166,GUA,VOR,1-12,Falta entregar: 4 FOLIO/S VOR PARAMETROS II (trimestrales),2022
167,LYE,VOR,7,Falta entregar: LH-VOR PARAMETROS I,2022
168,LYE,VOR,8,Falta entregar: LH-VOR PARAMETROS I,2022
169,LYE,VOR,9,Falta entregar: LH-VOR PARAMETROS I,2022
170,LYE,VOR,10,Falta entregar: LH-VOR PARAMETROS I,2022
171,LYE,VOR,11,Falta entregar: LH-VOR PARAMETROS I,2022
172,LYE,VOR,12,Falta entregar: LH-VOR PARAMETROS I,2022
173,LYE,VOR,1-12,Falta entregar: 2 FOLIO/S VOR PARAMETROS II (trimestrales),2022
174,MDP,ILS,1,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
175,MDP,ILS,2,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
176,MDP,ILS,3,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
177,MDP,ILS,5,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
178,MDP,ILS,6,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
179,MDP,ILS,7,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
180,MDP,ILS,8,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
181,MDP,ILS,9,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
182,MDP,ILS,10,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
183,MDP,ILS,11,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
184,MDP,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
185,MDP,VOR,1,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
186,MDP,VOR,2,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
187,MDP,VOR,3,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
188,MDP,VOR,4,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
189,MDP,VOR,5,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
190,MDP,VOR,6,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
191,MDP,VOR,7,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
192,MDP,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
193,MDP,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
194,MDP,VOR,10,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
195,MDP,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
196,MDP,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
197,MDP,VOR,1-12,Falta entregar: 4 FOLIO/S VOR PARAMETROS II (trimestrales),2022
198,NEU,ILS,7,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
199,NEU,ILS,8,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
200,NEU,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
201,NIN,VOR,1,Falta entregar: LH-VOR PARAMETROS I,2022
202,NIN,VOR,2,Falta entregar: LH-VOR PARAMETROS I,2022
203,NIN,VOR,5,Falta entregar: LH-VOR PARAMETROS I,2022
204,NIN,VOR,6,Falta entregar: LH-VOR PARAMETROS I,2022
205,NIN,VOR,8,Falta entregar: LH-VOR PARAMETROS I,2022
206,NIN,VOR,9,Falta entregar: LH-VOR PARAMETROS I,2022
207,NIN,VOR,10,Falta entregar: LH-VOR PARAMETROS I,2022
208,NIN,VOR,11,Falta entregar: LH-VOR PARAMETROS I,2022
209,NIN,VOR,12,Falta entregar: LH-VOR PARAMETROS I,2022
210,NIN,VOR,1-12,Falta entregar: 2 FOLIO/S VOR PARAMETROS II (trimestrales),2022
211,OEL,VOR,7,Falta entregar: DME VOR PARAMETROS,2022
212,OEL,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
213,OEL,VOR,10,Falta entregar: VOR PARAMETROS I,2022
214,OEL,VOR,12,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
215,OEL,VOR,1-12,Falta entregar: 1 FOLIO/S VOR PARAMETROS II (trimestrales),2022
216,OSA,ILS,4,Falta entregar: DME ILS PARAMETROS-ILS PARAMETROS,2022
217,OSA,ILS,5,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
218,OSA,ILS,6,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
219,OSA,VOR,7,Falta entregar: LH-VOR PARAMETROS I,2022
220,PAL,ILS,2,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
221,PAL,ILS,3,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
222,PAL,ILS,4,Falta entregar: ILS PARAMETROS,2022
223,PAL,ILS,5,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
224,PAL,ILS,6,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
225,PAL,ILS,7,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
226,PAL,ILS,9,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
227,PAL,ILS,10,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
228,PAL,ILS,11,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
229,PAL,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
230,PAL,VOR,1,Falta entregar: VOR PARAMETROS I,2022
231,PAL,VOR,2,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
232,PAL,VOR,3,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
233,PAL,VOR,4,Falta entregar: VOR PARAMETROS I,2022
234,PAL,VOR,5,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
235,PAL,VOR,6,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
236,PAL,VOR,7,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
237,PAL,VOR,8,Falta entregar: VOR PARAMETROS I-DME VOR PARAMETROS,2022
238,PAL,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
239,PAL,VOR,10,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
240,PAL,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
241,PAL,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
242,PAL,VOR,1-12,Falta entregar: 4 FOLIO/S VOR PARAMETROS II (trimestrales),2022
243,PAR,ILS,8,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
244,PAR,ILS,9,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
245,PAR,ILS,10,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
246,PAR,ILS,11,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
247,PAR,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
248,PAR,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
249,PAR,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
250,PAR,VOR,10,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
251,PAR,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
252,PAR,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
253,PAR,VOR,1-12,Falta entregar: 3 FOLIO/S VOR PARAMETROS II (trimestrales),2022
254,PTA,VOR,8,Falta entregar: LH-VOR PARAMETROS I,2022
255,PTA,VOR,9,Falta entregar: LH-VOR PARAMETROS I,2022
256,PTA,VOR,10,Falta entregar: LH-VOR PARAMETROS I,2022
257,PTA,VOR,11,Falta entregar: LH-VOR PARAMETROS I,2022
258,PTA,VOR,12,Falta entregar: LH-VOR PARAMETROS I,2022
259,PTA,VOR,1-12,Falta entregar: 2 FOLIO/S VOR PARAMETROS II (trimestrales),2022
260,ROS,ILS,7,Falta entregar: DME ILS PARAMETROS,2022
261,ROS,ILS,8,Falta entregar: DME ILS PARAMETROS,2022
262,ROS,ILS,11,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
263,ROS,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
264,ROS,VOR,1,Falta entregar: DME VOR PARAMETROS,2022
265,ROS,VOR,2,Falta entregar: DME VOR PARAMETROS,2022
266,ROS,VOR,3,Falta entregar: DME VOR PARAMETROS,2022
267,ROS,VOR,4,Falta entregar: DME VOR PARAMETROS,2022
268,ROS,VOR,5,Falta entregar: DME VOR PARAMETROS,2022
269,ROS,VOR,6,Falta entregar: DME VOR PARAMETROS,2022
270,ROS,VOR,7,Falta entregar: DME VOR PARAMETROS,2022
271,ROS,VOR,8,Falta entregar: DME VOR PARAMETROS,2022
272,ROS,VOR,9,Falta entregar: DME VOR PARAMETROS,2022
273,ROS,VOR,10,Falta entregar: DME VOR PARAMETROS,2022
274,ROS,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
275,ROS,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
276,ROS,VOR,1-12,Falta entregar: 1 FOLIO/S VOR PARAMETROS II (trimestrales),2022
277,SNT,VOR,8,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
278,SNT,VOR,9,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
279,SNT,VOR,10,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
280,SNT,VOR,11,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
281,SNT,VOR,12,Falta entregar: LH-VOR PARAMETROS I-DME VOR PARAMETROS,2022
282,SNT,VOR,1-12,Falta entregar: 2 FOLIO/S VOR PARAMETROS II (trimestrales),2022
283,SVO,ILS,8,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
284,SVO,ILS,9,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
285,SVO,ILS,10,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
286,SVO,ILS,11,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
287,SVO,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
288,AEP,ILS,2,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
289,AEP,ILS,3,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
290,AEP,ILS,4,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
291,AEP,ILS,5,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
292,AEP,ILS,6,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
293,AEP,ILS,7,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
294,AEP,ILS,10,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
295,AEP,ILS,11,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
296,AEP,ILS,12,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
297,BAR,ILS,3,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
298,BAR,ILS,4,Falta entregar: LH-DME ILS PARAMETROS-ILS PARAMETROS,2022
